AREA,AREA_TITLE,PRIM_STATE,NAICS,NAICS_TITLE,I_GROUP,OWN_CODE,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_QUOTIENT,PCT_TOTAL,PCT_RPT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,23-2093,"Title Examiners, Abstractors, and Searchers",detailed,110,24,0.116,0.35,,,20.95,43580,7.4,12.25,16.38,21.43,24.76,26.39,25480,34070,44570,51500,54900,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,23-2099,"Legal Support Workers, All Other",detailed,190,3.1,0.209,0.72,,,31.21,64910,1.7,18.26,21.83,28.84,37,44.91,37970,45400,59990,76960,93420,,
66,Guam,GU,000000,Cross-industry,cross-industry,1235,25-0000,Educational Instruction and Library Occupations,major,3580,2,55.36,0.96,,,25.2,52420,1.2,12.48,17.44,24.4,30.49,37.33,25960,36270,50750,63410,77640,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,25-0000,Educational Instruction and Library Occupations,major,57420,0.5,61.857,1.07,,,19.4,40340,0.8,9.45,13.53,15.4,22.9,30.72,19660,28140,32020,47630,63890,,
78,Virgin Islands,VI,000000,Cross-industry,cross-industry,1235,25-0000,Educational Instruction and Library Occupations,major,2220,1,65.971,1.15,,,25.4,52840,0.6,15.67,18.49,24.36,29.91,35.65,32600,38460,50670,62220,74160,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,25-1011,"Business Teachers, Postsecondary",detailed,780,3.8,0.844,1.54,,,*,76100,1.5,*,*,*,*,*,43970,50180,63570,82450,131040,True,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,25-1021,"Computer Science Teachers, Postsecondary",detailed,250,8.3,0.268,1.13,,,*,89110,1.2,*,*,*,*,*,36130,60970,79290,110040,153100,True,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,25-1022,"Mathematical Science Teachers, Postsecondary",detailed,210,7.6,0.228,0.72,,,*,70250,1.8,*,*,*,*,*,40160,47900,76240,86510,97490,True,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,25-1031,"Architecture Teachers, Postsecondary",detailed,60,5.1,0.068,1.24,,,*,126010,4.2,*,*,*,*,*,56060,123500,123510,153190,153190,True,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,25-1032,"Engineering Teachers, Postsecondary",detailed,530,7.3,0.567,2.24,,,*,79510,1.7,*,*,*,*,*,48910,52400,64200,104810,105440,True,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,25-1041,"Agricultural Sciences Teachers, Postsecondary",detailed,60,27.2,0.065,1.3,,,*,80350,4.1,*,*,*,*,*,63220,71030,81970,86420,94600,True,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,25-1042,"Biological Science Teachers, Postsecondary",detailed,420,2,0.457,1.33,,,*,86330,1.4,*,*,*,*,*,49230,66230,81020,97390,125790,True,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,25-1052,"Chemistry Teachers, Postsecondary",detailed,260,3.9,0.277,2.08,,,*,84090,0.8,*,*,*,*,*,61870,66720,81490,98530,104250,True,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,25-1054,"Physics Teachers, Postsecondary",detailed,130,3.2,0.145,1.57,,,*,86010,0.9,*,*,*,*,*,67900,80440,86780,95120,95810,True,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",detailed,70,9.5,0.075,0.99,,,*,72170,2.4,*,*,*,*,*,40000,40000,45000,94510,122530,True,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,25-1066,"Psychology Teachers, Postsecondary",detailed,570,3.2,0.616,2.3,,,*,68230,0.8,*,*,*,*,*,48200,61720,65270,79680,85040,True,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,25-1067,"Sociology Teachers, Postsecondary",detailed,180,28.4,0.198,2.33,,,*,89050,4.3,*,*,*,*,*,43520,62150,78730,106470,147130,True,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,25-1069,"Social Sciences Teachers, Postsecondary, All Other",detailed,540,2,0.578,5.19,,,*,39900,1.4,*,*,*,*,*,18080,18200,18410,64730,92240,True,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,25-1071,"Health Specialties Teachers, Postsecondary",detailed,780,6.9,0.838,0.56,,,*,101570,6.3,*,*,*,*,*,30310,38270,79510,158280,213250,True,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,25-1072,"Nursing Instructors and Teachers, Postsecondary",detailed,600,12.4,0.642,1.34,,,*,66320,4.3,*,*,*,*,*,30720,40280,61220,82570,102190,True,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,25-1081,"Education Teachers, Postsecondary",detailed,490,14.6,0.533,1.33,,,*,71810,2.8,*,*,*,*,*,30340,48580,75620,83310,103180,True,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,25-1082,"Library Science Teachers, Postsecondary",detailed,60,9.1,0.062,2.23,,,*,65010,3.1,*,*,*,*,*,31400,40210,77010,85070,92180,True,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",detailed,50,20.7,0.056,0.63,,,*,69560,5.6,*,*,*,*,*,20370,45460,78590,95750,102050,True,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,25-1113,"Social Work Teachers, Postsecondary",detailed,80,11.9,0.091,1.17,,,*,91100,3.3,*,*,*,*,*,46190,60240,74060,92650,202100,True,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,25-1121,"Art, Drama, and Music Teachers, Postsecondary",detailed,330,30.1,0.353,0.53,,,*,55130,28.9,*,*,*,*,*,31760,31880,39860,58660,96150,True,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,25-1122,"Communications Teachers, Postsecondary",detailed,90,3.5,0.095,0.5,,,*,81300,1.2,*,*,*,*,*,36580,65140,80530,99670,103140,True,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,25-1123,"English Language and Literature Teachers, Postsecondary",detailed,180,3.4,0.191,0.5,,,*,75780,0.8,*,*,*,*,*,31050,62840,81070,91760,101870,True,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,25-1124,"Foreign Language and Literature Teachers, Postsecondary",detailed,210,4,0.224,1.63,,,*,75760,1.3,*,*,*,*,*,27370,64820,80540,92830,96970,True,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,25-1125,"History Teachers, Postsecondary",detailed,110,4.8,0.119,0.87,,,*,75000,1.4,*,*,*,*,*,27340,64200,76430,96160,98320,True,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",detailed,50,1.8,0.049,0.57,,,*,66740,1.4,*,*,*,*,*,31950,51870,65190,81700,101840,True,
66,Guam,GU,000000,Cross-industry,cross-industry,1235,25-1194,"Career/Technical Education Teachers, Postsecondary",detailed,50,30.4,0.793,1.08,,,28.28,58830,9.2,18.43,18.43,24.2,40.66,45.9,38330,38330,50330,84580,95480,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,25-1194,"Career/Technical Education Teachers, Postsecondary",detailed,1320,6.5,1.425,1.95,,,29.93,62250,4.3,10.71,15.23,23.58,38.36,61.05,22270,31670,49050,79780,126990,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,25-1199,"Postsecondary Teachers, All Other",detailed,810,7.2,0.871,0.79,,,*,53970,5.6,*,*,*,*,*,19140,19170,53050,77000,96580,True,
78,Virgin Islands,VI,000000,Cross-industry,cross-industry,1235,25-1199,"Postsecondary Teachers, All Other",detailed,60,1.4,1.7,1.55,,,*,72120,1.2,*,*,*,*,*,32600,51920,65070,83130,106290,True,
66,Guam,GU,000000,Cross-industry,cross-industry,1235,25-2011,"Preschool Teachers, Except Special Education",detailed,150,11.9,2.375,0.84,,,14.36,29870,6.8,9.63,9.71,9.79,18.77,23.59,20030,20210,20350,39030,49070,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,25-2011,"Preschool Teachers, Except Special Education",detailed,3300,3.4,3.552,1.25,,,14.17,29480,1,9.98,11.71,14.12,15.39,17.95,20760,24350,29370,32000,37330,,
78,Virgin Islands,VI,000000,Cross-industry,cross-industry,1235,25-2011,"Preschool Teachers, Except Special Education",detailed,100,24.9,3.012,1.06,,,17.86,37140,8.6,11.79,14.33,18.88,22.5,24.81,24530,29800,39270,46800,51600,,
66,Guam,GU,000000,Cross-industry,cross-industry,1235,25-2012,"Kindergarten Teachers, Except Special Education",detailed,90,5.4,1.466,1.88,,,*,55730,2.1,*,*,*,*,*,39780,50480,50480,63300,63300,True,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,25-2012,"Kindergarten Teachers, Except Special Education",detailed,330,8.1,0.351,0.45,,,*,26640,4.7,*,*,*,*,*,18520,19600,20960,32170,40750,True,
66,Guam,GU,000000,Cross-industry,cross-industry,1235,25-2021,"Elementary School Teachers, Except Special Education",detailed,790,4.3,12.286,1.32,,,*,50810,2.4,*,*,*,*,*,28510,39480,50870,63410,63410,True,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,25-2021,"Elementary School Teachers, Except Special Education",detailed,14770,1.7,15.914,1.71,,,*,37770,0.8,*,*,*,*,*,28830,31320,39340,42970,49970,True,
78,Virgin Islands,VI,000000,Cross-industry,cross-industry,1235,25-2021,"Elementary School Teachers, Except Special Education",detailed,540,2,15.909,1.71,,,*,53160,0.6,*,*,*,*,*,35930,50480,52340,62990,63360,True,
66,Guam,GU,000000,Cross-industry,cross-industry,1235,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",detailed,500,4.6,7.806,1.89,,,*,50070,1.8,*,*,*,*,*,34610,39680,50650,63130,63130,True,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",detailed,2220,4.1,2.397,0.58,,,*,34890,1.9,*,*,*,*,*,19990,29690,31980,41370,50270,True,
78,Virgin Islands,VI,000000,Cross-industry,cross-industry,1235,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",detailed,40,15.8,1.323,0.32,,,*,46470,5,*,*,*,*,*,26600,26880,50570,55730,61690,True,
66,Guam,GU,000000,Cross-industry,cross-industry,1235,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",detailed,590,7.4,9.199,1.34,,,*,52640,3.3,*,*,*,*,*,30800,40270,51270,62750,62750,True,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",detailed,3350,4.2,3.607,0.52,,,*,32110,2.2,*,*,*,*,*,19220,23860,31030,40400,49600,True,
78,Virgin Islands,VI,000000,Cross-industry,cross-industry,1235,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",detailed,510,4.9,15.111,2.2,,,*,54430,0.7,*,*,*,*,*,37500,50670,51870,62220,65090,True,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,25-2032,"Career/Technical Education Teachers, Secondary School",detailed,1550,0.4,1.665,2.81,,,*,38130,0.7,*,*,*,*,*,30620,31430,32470,42940,51490,True,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,25-2051,"Special Education Teachers, Preschool",detailed,100,1.6,0.103,0.63,,,*,32330,1,*,*,*,*,*,29170,29850,30680,31620,40870,True,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,25-2052,"Special Education Teachers, Kindergarten and Elementary School",detailed,4530,1.1,4.885,3.48,,,*,36480,0.7,*,*,*,*,*,31110,31570,32090,40620,49900,True,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,25-2057,"Special Education Teachers, Middle School",detailed,140,6.5,0.156,0.27,,,*,39950,2.3,*,*,*,*,*,31080,31080,39470,49460,50870,True,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,25-2058,"Special Education Teachers, Secondary School",detailed,210,3.4,0.222,0.21,,,*,38950,1.8,*,*,*,*,*,30830,31820,38940,45900,50910,True,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,25-2059,"Special Education Teachers, All Other",detailed,620,19,0.665,2.31,,,*,30600,1.3,*,*,*,*,*,25140,28910,30210,30510,32630,True,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,25-3011,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",detailed,60,3.5,0.066,0.27,,,17.53,36470,1,14.44,14.81,16,19.35,23.42,30030,30800,33290,40250,48710,,
66,Guam,GU,000000,Cross-industry,cross-industry,1235,25-3021,Self-Enrichment Teachers,detailed,60,14.5,0.88,0.49,,,19.73,41030,7.9,10.52,13.39,16.52,22.24,31.08,21870,27850,34370,46270,64640,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,25-3021,Self-Enrichment Teachers,detailed,700,10.6,0.757,0.42,,,16.81,34960,3.5,9.64,12.58,14.54,19,27.2,20060,26160,30240,39530,56570,,
78,Virgin Islands,VI,000000,Cross-industry,cross-industry,1235,25-3021,Self-Enrichment Teachers,detailed,80,15.2,2.24,1.25,,,18.4,38270,2.7,14.98,15,15.88,21.34,24.48,31160,31200,33020,44390,50910,,
66,Guam,GU,000000,Cross-industry,cross-industry,1235,25-3031,"Substitute Teachers, Short-Term",detailed,170,8.5,2.58,0.88,,,14.21,29550,1.1,12.48,12.48,12.48,17.44,17.44,25960,25960,25960,36270,36270,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,25-3041,Tutors,detailed,380,8.4,0.409,0.38,,,13.45,27970,6.8,8.76,8.91,8.92,20,23.31,18210,18540,18550,41600,48490,,
66,Guam,GU,000000,Cross-industry,cross-industry,1235,25-3099,"Teachers and Instructors, All Other",detailed,120,4.1,1.818,2.33,,,*,48670,1.8,*,*,*,*,*,31300,31300,32410,42830,108210,True,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,25-3099,"Teachers and Instructors, All Other",detailed,2400,3.1,2.59,3.33,,,*,39920,1.2,*,*,*,*,*,30750,31520,38960,47760,51100,True,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,25-4022,Librarians and Media Collections Specialists,detailed,1320,2.1,1.418,1.61,,,19.41,40370,1,11.54,14.91,18.87,23.89,26.06,24000,31020,39240,49690,54190,,
78,Virgin Islands,VI,000000,Cross-industry,cross-industry,1235,25-4022,Librarians and Media Collections Specialists,detailed,40,4,1.332,1.51,,,26.22,54530,2.4,14.65,23.94,30,30.52,31.84,30470,49790,62400,63470,66230,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,25-4031,Library Technicians,detailed,380,4.1,0.413,0.82,,,14.93,31060,1.1,9.1,9.89,14.61,17.72,21.36,18940,20570,30400,36860,44420,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,25-9021,Farm and Home Management Educators,detailed,570,4.6,0.616,11.54,,,20.29,42210,3.3,14.5,15.03,18.33,22.68,28.68,30170,31270,38130,47170,59650,,
66,Guam,GU,000000,Cross-industry,cross-industry,1235,25-9031,Instructional Coordinators,detailed,140,3.9,2.217,1.62,,,29.87,62130,2.2,19.02,25.74,31.17,31.17,37.23,39560,53540,64830,64830,77440,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,25-9031,Instructional Coordinators,detailed,1190,6.3,1.279,0.94,,,16.81,34960,4.2,8.87,11.35,14.36,18.96,29.02,18450,23600,29870,39440,60360,,
78,Virgin Islands,VI,000000,Cross-industry,cross-industry,1235,25-9031,Instructional Coordinators,detailed,**,**,**,**,,,33.61,69920,0.7,13.77,26.37,36.77,40.86,49.2,28640,54850,76480,84990,102340,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,25-9044,"Teaching Assistants, Postsecondary",detailed,1700,7.1,1.828,1.9,,,*,42710,2.1,*,*,*,*,*,23390,30740,37520,49450,77170,True,
66,Guam,GU,000000,Cross-industry,cross-industry,1235,25-9045,"Teaching Assistants, Except Postsecondary",detailed,110,26,1.735,0.2,,,*,25780,2.3,*,*,*,*,*,20450,22610,25000,27940,29470,True,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,25-9045,"Teaching Assistants, Except Postsecondary",detailed,7770,2,8.373,0.95,,,*,22720,0.7,*,*,*,*,*,18910,19220,20320,25060,30390,True,
78,Virgin Islands,VI,000000,Cross-industry,cross-industry,1235,25-9045,"Teaching Assistants, Except Postsecondary",detailed,370,1.2,11.111,1.26,,,*,36090,0.7,*,*,*,*,*,31770,34220,36680,38460,38460,True,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,25-9099,"Educational Instruction and Library Workers, All Other",detailed,340,13.6,0.37,0.5,,,23.19,48230,19.1,10.61,12.83,18.75,38.28,44.61,22070,26680,39000,79620,92780,,
66,Guam,GU,000000,Cross-industry,cross-industry,1235,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,460,6.2,7.126,0.51,,,19.72,41010,1.6,9.99,11.14,15.77,23.44,35.43,20770,23170,32790,48760,73690,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,8780,2.9,9.461,0.68,,,20.11,41830,1.4,9.46,12.4,17.3,23.43,31.76,19670,25780,35980,48740,66070,,
78,Virgin Islands,VI,000000,Cross-industry,cross-industry,1235,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,180,8.4,5.219,0.38,,,24.7,51370,3.9,12.27,14.02,22.36,29.71,39.42,25520,29150,46510,61800,81990,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,27-1011,Art Directors,detailed,190,15.6,0.2,0.59,,,31.67,65870,4,22.45,23.74,29.84,32.98,45.27,46700,49380,62080,68600,94150,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,27-1019,"Artists and Related Workers, All Other",detailed,40,42,0.042,0.86,,,25.27,52550,19.2,11.48,13.29,14.89,38.71,50.24,23880,27650,30970,80520,104500,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,27-1022,Fashion Designers,detailed,50,35.3,0.059,0.45,,,*,*,*,*,*,*,*,*,*,*,*,*,*,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,27-1023,Floral Designers,detailed,80,18.4,0.091,0.32,,,10.47,21770,4.8,9.1,9.51,10.02,11.23,12.94,18930,19770,20830,23360,26920,,
66,Guam,GU,000000,Cross-industry,cross-industry,1235,27-1024,Graphic Designers,detailed,70,9,1.082,0.77,,,16.15,33580,2.3,12.27,13.37,15.77,18.04,22.41,25520,27800,32790,37510,46620,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,27-1024,Graphic Designers,detailed,1250,13,1.342,0.96,,,16.64,34610,4.3,9.82,10.83,14.22,19.59,26.76,20420,22530,29570,40750,55670,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,27-1025,Interior Designers,detailed,240,28,0.255,0.57,,,15.98,33240,4.9,10.14,12.99,15.25,19.04,20.53,21080,27020,31710,39590,42700,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,27-1026,Merchandise Displayers and Window Trimmers,detailed,190,7.7,0.202,0.17,,,15.84,32950,2.5,14,14.25,14.7,16.19,18.57,29120,29650,30580,33680,38630,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,27-1027,Set and Exhibit Designers,detailed,130,11,0.14,2.11,,,30.78,64020,1.9,11.37,30.34,31.26,31.26,36.86,23650,63110,65020,65020,76670,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,27-1029,"Designers, All Other",detailed,60,15.3,0.06,0.92,,,33.45,69570,9.9,13.5,25.96,31.9,31.9,60,28070,53990,66350,66350,124800,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,27-2012,Producers and Directors,detailed,410,9.2,0.441,0.43,,,27.34,56870,3.3,11.33,14.75,21.14,32.43,47.66,23560,30670,43980,67450,99130,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,27-2022,Coaches and Scouts,detailed,2150,5.5,2.319,1.47,,,*,37640,2.4,*,*,*,*,*,19900,31130,40850,44100,50970,True,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,27-2023,"Umpires, Referees, and Other Sports Officials",detailed,40,49.4,0.042,0.43,,,*,23490,10,*,*,*,*,*,19050,19050,19740,30530,30540,True,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,27-2041,Music Directors and Composers,detailed,40,24.6,0.045,0.64,,,21.68,45090,11,9.76,11.38,24.23,29.05,30.62,20290,23670,50390,60410,63700,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,27-3011,Broadcast Announcers and Radio Disc Jockeys,detailed,170,32.6,0.186,1.13,,,20.23,42090,22.4,8.5,8.72,9.98,28.8,45.45,17680,18140,20750,59900,94530,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,27-3023,"News Analysts, Reporters, and Journalists",detailed,160,14.2,0.172,0.58,,,25.95,53970,7.1,11.99,13.6,19.01,30,64.98,24930,28290,39550,62400,135160,,
66,Guam,GU,000000,Cross-industry,cross-industry,1235,27-3031,Public Relations Specialists,detailed,50,12.3,0.782,0.43,,,23.64,49170,3,13.36,16.95,21.3,27,36.54,27790,35250,44300,56160,76000,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,27-3031,Public Relations Specialists,detailed,730,7,0.784,0.43,,,22.26,46300,3.3,11.92,14.28,20.19,27.04,35.84,24790,29700,42000,56240,74540,,
78,Virgin Islands,VI,000000,Cross-industry,cross-industry,1235,27-3031,Public Relations Specialists,detailed,70,9,1.973,1.09,,,27.82,57860,4.7,12.27,18.43,26.44,31.25,38.38,25520,38340,55000,65000,79830,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,27-3041,Editors,detailed,340,24,0.369,0.59,,,17.46,36320,7.9,10,11.16,16.07,22.52,25.17,20800,23220,33420,46850,52340,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,27-3042,Technical Writers,detailed,90,19.1,0.093,0.29,,,21.68,45090,4.2,15.82,19.67,21.14,22.42,23.75,32910,40900,43970,46630,49400,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,27-3043,Writers and Authors,detailed,190,23.2,0.203,0.62,,,20.75,43170,7.4,14.66,17.06,18.97,24.48,29.5,30490,35490,39460,50920,61350,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,27-3091,Interpreters and Translators,detailed,180,11.3,0.191,0.56,,,15.82,32910,2,9,12.07,17.72,17.72,19.6,18720,25110,36860,36860,40760,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,27-3092,Court Reporters and Simultaneous Captioners,detailed,120,1.1,0.127,1.56,,,13.87,28850,0.3,11.25,11.79,13.99,14.93,16.4,23400,24520,29100,31060,34110,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,27-3099,"Media and Communication Workers, All Other",detailed,140,10.2,0.153,1,,,34.04,70810,3.2,13.23,18.85,31.58,36.49,51.26,27510,39200,65680,75900,106620,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,27-4011,Audio and Video Technicians,detailed,410,13.3,0.446,1.02,,,16.35,34010,3.6,10,10.92,14.29,18,28.03,20800,22720,29730,37440,58290,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,27-4012,Broadcast Technicians,detailed,180,20.7,0.19,1.1,,,16.46,34230,1.8,9.38,11.1,13.92,18.36,25.42,19510,23090,28950,38190,52880,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,27-4014,Sound Engineering Technicians,detailed,40,22.6,0.041,0.43,,,18.85,39210,6.4,8.5,9.2,15,22.04,37.97,17680,19140,31200,45850,78980,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,27-4015,Lighting Technicians,detailed,150,11.8,0.163,2.6,,,*,*,*,*,*,*,*,*,*,*,*,*,*,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,27-4021,Photographers,detailed,110,20.8,0.119,0.34,,,17.8,37030,6.1,9.22,13.84,17.01,18.43,24.05,19190,28790,35380,38330,50020,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,27-4031,"Camera Operators, Television, Video, and Film",detailed,130,11.8,0.135,0.86,,,29.81,62010,8.9,9.87,10.94,18.48,42.68,76.75,20530,22760,38450,88770,159630,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,27-4032,Film and Video Editors,detailed,**,**,**,**,,,23.69,49270,15.4,9.13,9.8,15.2,22.46,62.59,18980,20370,31610,46720,130190,,
66,Guam,GU,000000,Cross-industry,cross-industry,1235,27-4099,"Media and Communication Equipment Workers, All Other",detailed,40,2,0.632,8.4,,,36.95,76850,1,29.29,32.95,34.33,40.97,50.51,60920,68540,71410,85220,105060,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,27-4099,"Media and Communication Equipment Workers, All Other",detailed,120,10.7,0.127,1.69,,,29.58,61530,6.3,13.24,14.97,31.85,36.54,42.08,27540,31150,66250,76000,87530,,
66,Guam,GU,000000,Cross-industry,cross-industry,1235,29-0000,Healthcare Practitioners and Technical Occupations,major,2100,2,32.45,0.53,,,38.74,80590,2.7,13.71,17.54,26.11,41.36,65.48,28520,36490,54310,86030,136200,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,29-0000,Healthcare Practitioners and Technical Occupations,major,55370,1.1,59.646,0.98,,,21.09,43860,2.5,10.54,12.52,16.65,20.82,32.93,21930,26040,34630,43300,68490,,
78,Virgin Islands,VI,000000,Cross-industry,cross-industry,1235,29-0000,Healthcare Practitioners and Technical Occupations,major,1450,2.9,42.998,0.7,,,39.11,81340,2.3,16.35,19.94,32.75,44.77,66.35,34010,41480,68120,93130,138010,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,29-1011,Chiropractors,detailed,90,16,0.1,0.37,,,30.09,62590,9.2,17.75,25.38,27.89,30.78,38.5,36930,52790,58000,64020,80080,,
66,Guam,GU,000000,Cross-industry,cross-industry,1235,29-1021,"Dentists, General",detailed,30,16,0.526,0.66,,,77.97,162170,9.3,36.58,49.61,75,75,#,76090,103180,156000,156010,#,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,29-1021,"Dentists, General",detailed,**,**,**,**,,,47.64,99090,19.7,27.35,35.79,46.04,57.35,59.2,56880,74430,95770,119280,123140,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,29-1031,Dietitians and Nutritionists,detailed,600,4,0.649,1.33,,,21.2,44090,0.8,14.93,17.35,19.23,23.22,28.23,31050,36080,40010,48300,58720,,
72,Puerto Rico,PR,000000,Cross-industry,cross-industry,1235,29-1041,Optometrists,detailed,160,22.3,0.175,0.64,,,24.71,51410,9.9,11,16.73,23.32,26,41.32,22880,34790,48510,54080,85940,,
66,Guam,GU,000000,Cross-industry,cross-industry,1235,29-1051,Pharmacists,detailed,80,5,1.229,0.56,,,54.33,113010,1,39.3,46.15,55.74,64.55,67.72,81740,96000,115950,134270,140860,,
